Code,Level,Parent,Description,Definition,Examples
4731,4,473,"Retail Sale of Motor Vehicles, Parts and Accessories in Specialised Stores",,
47311,5,4731,Retail sale of motor vehicles except motorcycles and scooters,This Sub-class includes retail sale of new or used motor vehicles.,
47312,5,4731,Retail sale of motorcycles and scooters,"This Sub-class includes:
•retail sale of new or used motorcycles or scooters
•retail sale of personal mobility devices or e-bicycles",
47313,5,4731,Retail sale of tyres and batteries,This Sub-class includes retail sale of tyres or batteries for motor vehicles.,
47314,5,4731,Retail sale of spare parts and accessories for motor vehicles,"This Sub-class includes retail sale of spare parts, components, supplies, tools and accessories for motor vehicles (e.g. spark plugs, lighting equipment, electrical parts).",
4732,4,473,Retail Sale of Automotive Fuel in Specialised Stores,,
47320,5,4732,"Retail sale of automotive fuel (e.g. petrol kiosks, CNG refilling stations)","This Sub-class includes retail sale of fuel for motor vehicles, motorcycles or scooters (e.g. petrol kiosks, CNG refilling stations).",
474,3,47,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,,
4741,4,474,"Retail Sale of Computers, Peripheral Equipment, Software and Telecommunications Equipment in Specialised Stores",,
47411,5,4741,Retail sale of handphones and peripheral equipment,"This Sub-class includes retail sale of handphones and other telecommunications devices (e.g. smart watches, wearable computer, e-book devices, tablets) or peripheral equipment.",
47412,5,4741,"Retail sale of computer hardware (including handheld computers) and peripheral equipment, and computer software (except games and cybersecurity hardware and software)","This Sub-class includes retail sale of computer hardware, handheld computers, peripheral equipment or software. Also included are retail sale of physical wallets for storage of cryptocurrency keys.",
47413,5,4741,Retail sale of computer games (including electronic games and video game consoles),"This Sub-class includes retail sale of computer games, electronic games or video game consoles.",
47414,5,4741,Retail sale of computer and office equipment consumables (e.g. printer cartridges),"This Sub-class includes retail sale of computer or office equipment consumables (e.g. printers, printer cartridges).",
47415,5,4741,"Retail sale of cybersecurity software, hardware and peripheral equipment","This Sub-class includes retail sale of cybersecurity software, hardware or peripheral equipment.",
4742,4,474,Retail Sale of Audio and Video Equipment in Specialised Stores,,
47420,5,4742,"Retail sale of audio and video equipment (e.g. radio and television sets, sound reproducing and recording equipment)","This Sub-class includes retail sale of mainly audio or video equipment (e.g. radio sets, television sets, DVD/Blu-ray players and recorders, stereo equipment).",
475,3,47,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,,
4751,4,475,Retail Sale of Textiles in Specialised Stores,,
47510,5,4751,Retail sale of textiles,This Sub-class includes retail sale of textiles.,
4752,4,475,"Retail Sale of Hardware, Paint and Glass in Specialised Stores",,
47521,5,4752,Retail sale of paints,"This Sub-class includes retail sale of paints, varnishes or related supplies.",
47522,5,4752,"Retail sale of hardware (e.g. chains, changkols, axes)","This Sub-class includes retail sale of hardware or hand tools (e.g. chains, changkols, axes, locks, hinges, latches, handles, bolts, nuts, screws, hammers, spanners, saws, saw blades, screwdrivers, drills).",
47529,5,4752,"Retail sale of hardware, paint and glass n.e.c. (e.g. wood, glass, sanitary ware, Do-It-Yourself materials)","This Sub-class includes retail sale of hardware, paint or glass not elsewhere classified.","•wood retailing
•glass retailing
•Do-It-Yourself material or equipment retailing"
4753,4,475,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores",,
47531,5,4753,"Retail sale of furniture (including mattresses, cushions)","This Sub-class includes retail sale of household furniture, mattresses or cushions.",
47532,5,4753,"Retail sale of furnishings (e.g. curtains, carpets, pillow cases)","This Sub-class includes retail sale of home furnishings (e.g. curtains, carpets, wallpaper).",
47533,5,4753,Retail sale of lighting and lighting accessories,This Sub-class includes retail sale of lighting or lighting accessories.,
47534,5,4753,"Retail sale of crockery, cutlery and kitchen utensils","This Sub-class includes retail sale of crockery, cutlery, kitchen utensils or cookware.",
47535,5,4753,"Retail sale of household electrical appliances and equipment (e.g. vacuum cleaners, washing machines, refrigerators)","This Sub-class includes retail sale of a variety of household electrical appliances or equipment (e.g. household air-conditioners, household refrigerators or freezers, washing machines, vacuum cleaners).",
47536,5,4753,Retail sale of musical instruments and scores,This Sub-class includes retail sale of musical instruments or scores.,
47537,5,4753,Retail sale of security and safety equipment,This Sub-class includes retail sale of security or safety equipment.,
47539,5,4753,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles n.e.c.","This Sub-class includes retail sale of electrical household appliances, furniture, lighting equipment or other household articles not elsewhere classified.","•baby carriage and pram retailing
•non-electrical household appliances retailing
•brush retailing"
476,3,47,RETAIL SALE OF CULTURAL AND RECREATION GOODS IN SPECIALISED STORES,,
4761,4,476,"Retail Sale of Books, Newspapers and Stationery in Specialised Stores",,
47610,5,4761,"Retail sale of books, newspapers and stationery (including newsvendors)","This Sub-class includes retail sale of books, magazines, newspapers or stationery.",
4762,4,476,Retail Sale of Music and Video Recordings in Specialised Stores,,
47620,5,4762,"Retail sale of music and video recordings (e.g. DVDs, Blu-ray discs)","This Sub-class includes retail sale of music or video recordings (e.g. DVDs, Blu-ray discs).",
4763,4,476,Retail Sale of Sporting Equipment in Specialised Stores,,
47630,5,4763,"Retail sale of sports apparel and equipment (including bicycles, boats and healthcare equipment)","This Sub-class includes retail sale of sports apparel or equipment (e.g. bicycles), boats, fishing gear, camping goods or healthcare equipment (e.g. massage chairs, wheelchairs, personal mobility aid).",
4764,4,476,Retail Sale of Games and Toys in Specialised Stores,,
47640,5,4764,Retail sale of games and toys,This Sub-class includes retail sale of games or toys.,
477,3,47,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,,
4771,4,477,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores",,
47711,5,4771,Retail sale of clothing for adults,This Sub-class includes retail sale of clothing for adults.,
47712,5,4771,Retail sale of children and infants’ clothing (including products and accessories for infants),"This Sub-class includes retail sale of children or infants’ clothing, products and accessories.",
47713,5,4771,Retail sale of footwear,This Sub-class includes retail sale of footwear.,
47714,5,4771,"Retail sale of bags, luggage and travel accessories","This Sub-class includes retail sale of bags, luggage or travel accessories.",
47715,5,4771,"Retail sale of sewing and clothing accessories (e.g. button, thread, lace, zip, belt, tie)","This Sub-class includes retail sale of sewing or clothing accessories (e.g. button, needle, thread, lace, zip, belt, tie, hat, cap).",
47719,5,4771,"Retail sale of clothing, footwear and leather articles n.e.c.","This Sub-class includes retail sale of clothing, footwear or leather articles not elsewhere classified.",
4772,4,477,"Retail Sale of Pharmaceutical and Medical Goods, Cosmetics and Toilet Articles in Specialised Stores",,
47721,5,4772,Retail sale of cosmetics and toiletries (including skin care products),"This Sub-class includes retail sale of cosmetics, skin care products, perfumes or toiletries.",
47722,5,4772,Pharmacies and drug stores (Western),This Sub-class includes pharmacies or drug stores that primarily retail Western medicinal and pharmaceutical products (i.e. medication obtained from doctors/dentists/pharmacists or medical/surgical disposables).,
47723,5,4772,Chinese medicine shops,This Sub-class includes medicine shops that primarily retail Chinese medicine and herbs.,
47729,5,4772,Retail sale of pharmaceutical and medical goods n.e.c.,This Sub-class includes retail sale of pharmaceutical or medical goods not elsewhere classified.,•jamu shop
4773,4,477,Retail Sale of Personal Effects in Specialised Stores,,
47731,5,4773,Retail sale of jewellery made from precious metals and stones,This Sub-class includes retail sale of jewellery made from precious metals or stones.,
47732,5,4773,Retail sale of costume jewellery,This Sub-class includes retail sale of costume jewellery.,
